"id","pergunta","resposta","createdAt","updatedAt"
"1405","Seu cachorro está latindo no quintal e sua esposa gritando no jardim, quem você deixa entrar primeiro?","O cachorro é claro. Ele vai calar a boca assim que entrar.","2017-09-02","2017-09-02"
"1406","O que o rato disse quando viu o morcego?","Anjos existem!","2017-09-02","2017-09-02"
"1407","Qual o jogador que sempre te convida pra festas?","Petconvite.","2017-09-02","2017-09-02"
"1408","O que é o que é um flamenguista no polo norte?","É um flagelado.","2017-09-02","2017-09-02"
"1409","Por que o português não toma banho na primavera e no outono?","Porque no chuveiro dele só tem a chave Inverno/Verão.","2017-09-02","2017-09-02"
"1410","Porque os portugueses não usam queijo ralado no macarrão parafuso?","Porque farinha de rosca combina mais.","2017-09-02","2017-09-02"
"1411","O que uma galinha falou para a outra na hora de fazer o café?","Po-pô-pó?","2017-09-02","2017-09-02"
"1412","Inri Cristo vai para os Estados Unidos. Qual o nome do filme?","American Paaaaai.","2017-09-02","2017-09-02"
"1413","O que a Xuxa foi fazer no bar?","Beber caSasha.","2017-09-02","2017-09-02"
"1414","O que é pior do que encontrar uma barata na sua comida?","Encontrar apenas meia barata.","2017-09-02","2017-09-02"
"1415","Em quantas partes se divide o crânio?","Depende da cacetada.","2017-09-02","2017-09-02"
"1416","Qual a diferença entre um ventilador quebrado e uma cadeira?","O ventilador quebrado noventa e a cadeira sesenta.","2017-09-02","2017-09-02"
"1417","Por que o Super Mario foi ao psiquiatra?","Porque estava em uma fase muito difícil.","2017-09-02","2017-09-02"
"1418","Como é que se chama a revista Veja no interior?","Óia.","2017-09-02","2017-09-02"
"1419","Como Pinóquio descobriu que era de madeira?","Foi bater uma punheta e pegou fogo.","2017-09-02","2017-09-02"
"1420","Por que a vaca foi para o espaço?","Para se encontrar com o vácuo.","2017-09-02","2017-09-02"
"1421","Qual é a parte do corpo que cheira bacalhau?","O nariz.","2017-09-02","2017-09-02"
"1422","Qual é o fim da picada?","Quando o mosquito vai embora.","2017-09-02","2017-09-02"
"1423","Por que as surdas-mudas se masturbam apenas com uma mão?","Porque com a outra elas gemem.","2017-09-02","2017-09-02"
"1424","Qual é o site do cavalo?","www.cavalo.com.com.com.com.com...","2017-09-02","2017-09-02"
"1425","Qual o animal preferido dos vampiros?","A girafa, porque ele adora um pescoço.","2017-09-02","2017-09-02"
"1426","O que é  um pontinho preto e perigoso?","Uma jabuticaba com uma metralhadora.","2017-09-02","2017-09-02"
"1427","O que é o que é, em um ponto eu começo, em um ponto hei de acabar, mesmo que diga meu nome inteiro, só metade dirá?","Uma meia.","2017-09-02","2017-09-02"
"1428","Qual o estado mais engraçado do Brasil?","RS.","2017-09-02","2017-09-02"
"1429","Qual o significado da sigla VIAGRA?","Vaginas Insatisfeitas Agradecem Gentilmente Remédio Americano.","2017-09-02","2017-09-02"
"1430","Por que os portugueses usam somente uma partição da sua agenda de telefones?","É a da letra ""T"". Escrevem: Telefone do Joaquim, Telefone do Manoel, Telefone do Pereira e etc.","2017-09-02","2017-09-02"
"1431","O que Papai Noel responde quando uma criança pergunta se ele roe unhas?","Rou, rou, rou!","2017-09-02","2017-09-02"
"1432","O Batman vestiu o seu melhor bat-vestido e calçou os melhores bat-sapatos. Onde é que ele foi?","A um bat-zado.","2017-09-02","2017-09-02"
"1433","Como o Batman faz para que abram a bat-caverna?","Ele bat-palma.","2017-09-02","2017-09-02"
"1434","Como se chama um pato que não se dá com os outros patos?","Antipático.","2017-09-02","2017-09-02"
"1435","Um veterinário coloca uma lupa na vasilha de ração do cachorro. Qual e o nome do filme?","Com ração vai lente.","2017-09-02","2017-09-02"
"1436","O que é que quem não tem não quer ter, e quem tem não quer perder?","Causa na justiça.","2017-09-02","2017-09-02"
"1437","Somos todos irmãos e moramos na mesma rua, quando um erra a sua casa, todos outros erram a sua. Quem somos?","Os botões da camisa.","2017-09-02","2017-09-02"
"1438","Qual a diferença entre catástrofe e tragédia?","Catástrofe é quando a sua mulher vai com a família fazer um cruzeiro pelo Atlântico e o navio afunda. Tragédia é quando você fica sabendo que o único sobrevivente foi a sua sogra!","2017-09-02","2017-09-02"
"1439","O que é que tem rabo de porco, mas não é porco. Pé de porco mas não é porco. Costela de porco, mas não é porco?","Feijoada.","2017-09-02","2017-09-02"
"1440","Como se chama um japonês com o pênis grande?","Kasoraro.","2017-09-02","2017-09-02"
"1441","Qual a diferença entre um advogado e uma cebola?","Você chora quando mete a faca numa cebola.","2017-09-02","2017-09-02"
"1442","O que é um pontinho colorido no cachorro?","Uma pulga pulando carnaval.","2017-09-02","2017-09-02"
"1443","O que o poste falou para o cachorro?","Não adianta regar que eu não cresço mais.","2017-09-02","2017-09-02"
"1444","Qual a semelhança entre uma ida ao bordel e um salto de bungee jumping?","Ambos custam 200 reais, o clímax é muito rápido, e quando a borracha se rompe, eis o problema.","2017-09-02","2017-09-02"
"1445","O que é mais alto que um homem e mais baixo que uma galinha?","O chapéu.","2017-09-02","2017-09-02"
"1446","O que é um monte de pontinhos coloridos na praia?","Um arrastão de jujubas.","2017-09-02","2017-09-02"
"1447","O que é um ponto vermelhinho em cima da torre do castelo?","Uma pimenta do reino.","2017-09-02","2017-09-02"
"1448","O que é um pontinho branco no meio da grama?","Uma formiga no réveillon.","2017-09-02","2017-09-02"
"1449","O que é um pontinho verde sobre um pontinho amarelo no canto da sala?","É uma ervilha de castigo ajoelhada no milho.","2017-09-02","2017-09-02"
"1450","O que é um pontinho azul no gramado?","É uma formiguinha de calça jeans.","2017-09-02","2017-09-02"
"1451","O que é um pontinho branco parado na esquina?","É uma aspirina de programa.","2017-09-02","2017-09-02"
"1452","O que é um pontinho verde voando em altíssima velocidade?","Uma super-azeitona que vai salvar um fandango suicída.","2017-09-02","2017-09-02"
"1453","O que tem barriga de pau, espinhaço de ferro e se puxa dá um berro?","A espingarda.","2017-09-02","2017-09-02"
"1454","O que são vários pontinhos coloridos pulando no meio do mato?","Formigas treinando para o carnaval.","2017-09-02","2017-09-02"
"1455","Tinha 4 pássaros em uma árvore e 1 foi acertado com um tiro. Quantos ficaram na árvore?","Nenhum, porque os outros se assustaram e fugiram.","2017-09-02","2017-09-02"
"1456","O que o cadarço falou para o tênis?","Me amarro em você.","2017-09-02","2017-09-02"
"1457","Qual é o nome da casa da ovelha?","Lan house.","2017-09-02","2017-09-02"
"1458","Qual é o verdadeiro cheiro verde?","O peido do Hulk.","2017-09-02","2017-09-02"
"1459","O que é que quanto mais limpo, mais sujo fica?","Pano de chão.","2017-09-02","2017-09-02"
"1460","O que tem 40 pernas mais não anda, tem 20 braços mas não abraça?","Eu não sei, mas deve se muito feio.","2017-09-02","2017-09-02"
"1461","Como é que se faz um monte de velhinhas gritar ""Merda""?","É só gritar ""Bingo""!","2017-09-02","2017-09-02"
"1462","Como é que se chama um traficante armado até os dentes?","É melhor chamar, no mínimo, de senhor...","2017-09-02","2017-09-02"
"1463","O que é que mira no tornozelo e acerta o nariz?","O peido.","2017-09-02","2017-09-02"
"1464","O que é um pontinho vermelho na árvore?","Um morango-tango.","2017-09-02","2017-09-02"
"1465","O que dá um pulo e se veste de noiva?","A pipoca.","2017-09-02","2017-09-02"
"1466","As bezerras mamaram tanto na vaca que ela morreu. Qual é o nome da banda?","Mamonas Assassinas.","2017-09-02","2017-09-02"
"1467","Por que o cão entrou na igreja?","Ele era um cão pastor.","2017-09-02","2017-09-02"
"1468","O Chico Bento foi a feira e roubou várias goiabas. Qual é o nome do filme?","E o Bento levou.","2017-09-02","2017-09-02"
"1469","Como se diz pedreiro em japonês?","Takamassa Nomuro.","2017-09-02","2017-09-02"
"1470","Qual a diferença entre o pano e a galinha?","A galinha bota e o pano desbota.","2017-09-02","2017-09-02"
"1471","Por que a China tem a maior população do mundo?","Porque lá eles comem com dois pauzinhos.","2017-09-02","2017-09-02"
"1472","O  que o Carbono disse quando foi preso?","Eu tenho direito a 4 ligações.","2017-09-02","2017-09-02"
"1473","Qual é a mãe mais brava do mundo?","A eletricidade. Mexe nos ""fios"" dela para você ver.","2017-09-02","2017-09-02"
"1474","Como os portugueses fazem os abortos?","Jogam pedra na cegonha.","2017-09-02","2017-09-02"
"1475","Em que lugar a mosca é maior que o boi?","No dicionário.","2017-09-02","2017-09-02"
"1476","Qual a diferença entre uma namorada e uma esposa?","30 quilos.","2017-09-02","2017-09-02"
"1477","Qual o peixe preferido dos políticos?","Robá-lo.","2017-09-02","2017-09-02"
"1478","Há uma banheira cheia de água, você tem uma colher, um copo e um balde. Qual o jeito mais rápido de tirar a água da banheira?","Tirando a tampa do ralo.","2017-09-02","2017-09-02"
"1479","O que é  que todo mundo põe em cima do armário?","O acento agudo.","2017-09-02","2017-09-02"
"1480","O que é um pontinho preto no microscópio?","Uma blacktéria.","2017-09-02","2017-09-02"
"1481","O que é um pontinho verde na praia de Copacabana?","Um greengo.","2017-09-02","2017-09-02"
"1482","Quem tem pararefuso na cabeça?","Franks tem.","2017-09-02","2017-09-02"
"1483","Qual é o contrário de simpatia?","Não pro tio.","2017-09-02","2017-09-02"
"1484","Por que Chris Brown atravessou a rua?","Porque ele Kiss Kiss Kiss.","2017-09-02","2017-09-02"
"1485","Quando o esquimó pisou no iglu, o iglu explodiu. Qual o nome do filme?","O ilgu minado","2017-09-02","2017-09-02"
"1486","Um homem baixinho tinha o lábio muito grande, e quando ele caminhava seu lábio balançava. Qual o nome do filme?","Anão que balança o beiço.","2017-09-02","2017-09-02"
"1487","Dois chicletes se casaram e tiveram vários chicletinhos. Qual o nome do filme?","A Família Adams","2017-09-02","2017-09-02"
"1488","Quando é que um acricultor fica de cabeça para baixo?","Quando planta bananeira.","2017-09-02","2017-09-02"
"1489","Qual a palavra de oito letras que, tirando duas ficam quinze?","Quinzena.","2017-09-02","2017-09-02"
"1490","Que horas são quando um elefante senta em cima de seu carro?","Hora de comprar um carro novo.","2017-09-02","2017-09-02"
"1491","Como é que um português mata uma minhoca?","Enterra ela.","2017-09-02","2017-09-02"
"1492","Por que em Portugal não existe mais gelo?","Porque a velhinha que tinha a receita morreu.","2017-09-02","2017-09-02"
"1493","Quantos portugueses  são necessários para colocar uma lâmpada?","4 portugueses, um para segurar a lâmpada e 3 para girar a escada.","2017-09-02","2017-09-02"
"1494","Porque os portugueses plantam alhos na beira da estrada?","Porque ficaram sabendo que o alho faz bem para a circulação..","2017-09-02","2017-09-02"
"1495","O que começa com B no meio tem C, termina com TA e fica entre as pernas?","A bicicleta.","2017-09-02","2017-09-02"
"1496","O que é um pontinho amarelo em cima do prédio?","Um fandangos querendo se matar.","2017-09-02","2017-09-02"
"1497","O que é que nasce grande e morre pequeno?","O cigarro.","2017-09-02","2017-09-02"
"1498","Como um homem chama o amor verdadeiro?","Ereção.","2017-09-02","2017-09-02"
"1499","O que tem olho de gato, rabo de gato, orelhas de gato, mas não é gato?","A gata.","2017-09-02","2017-09-02"
"1500","Duas pessoas estão em uma canoa no lago. Quando o remo cai na lagoa as pessoas começam a procurá-lo. Qual é o nome do filme?","Procurando o Remo.","2017-09-02","2017-09-02"
"1501","Como se chama um cara esperto em Portugal?","Turista.","2017-09-02","2017-09-02"
"1502","O que um prédio falou para a prédia?","Nossa, você tem um andar maravilhoso!","2017-09-02","2017-09-02"
"1503","O que é que tem raiz mas não é planta?","Cabelo","2017-09-02","2017-09-02"
"1504","O que o ponteiro grande do relógio disse para o ponteiro pequeno?","Um minuto, por favor.","2017-09-02","2017-09-02"
"1505","Qual a diferença do viagra para o vinagre?","O vinagre pra verdura, o viagra pra ver duro.","2017-09-02","2017-09-02"
"1506","Por que fábrica de calçados não funciona em Brasília?","Por falta de couro parlamentar.","2017-09-02","2017-09-02"
"1507","Um casal de noivos conversava. Ele argumentava que só se casaria se ela fosse virgem. Ela dizia que isto era irrelevante diante do amor existente entre eles. Qual o nome do filme?","Independe Se Dei.","2017-09-02","2017-09-02"
"1508","Qual é o animal que não vale mais nada?","O javali.","2017-09-02","2017-09-02"
"1509","O que todo mundo tem, mas quando precisa vai ao mercado comprar?","Canela.","2017-09-02","2017-09-02"
"1510","Como se chamava o homem que criou o presépio?","Armando Nascimento de Jesus","2017-09-02","2017-09-02"
"1511","O que Deus falou depois de ter feito o homem?","Eu posso fazer coisa melhor!","2017-09-02","2017-09-02"
"1512","Acidente aéreo mata cantor e compositor, Baiano, famoso. Qual o nome do filme?","Cai Tam no Veloso","2017-09-02","2017-09-02"
"1513","Qual é o coletivo de pobre?","Ônibus.","2017-09-02","2017-09-02"
"1514","Um homem caiu de uma rocha. Qual é o nome dele?","Caio Rolando da Rocha.","2017-09-02","2017-09-02"
"1515","Qual o cereal preferido do vampiro?","Aveia.","2017-09-02","2017-09-02"
"1516","O que dá a mistura de seu advogado e sua sogra ?","O seu fim.","2017-09-02","2017-09-02"
"1517","Como se diz esmola em japonês?","Taka nikel naka neka.","2017-09-02","2017-09-02"
"1518","O que a chave disse para a fechadura?","Vamos dar uma voltinha?","2017-09-02","2017-09-02"
"1519","O que é que quanto mais seca, mais molhada fica?","A toalha.","2017-09-02","2017-09-02"
"1520","Qual a semelhança entre a arrumação de uma casa e o samba?","Em ambas mexemos com as cadeiras.","2017-09-02","2017-09-02"
"1521","O que nasce com rugas e morre lisinho?","O pneu.","2017-09-02","2017-09-02"
"1522","O que mantém sempre o mesmo tamanho sem importar o peso?","A balança.","2017-09-02","2017-09-02"
"1523","O que é um pontinho marrom com uma pasta em cima de uma árvore?","Um mico-empresário.","2017-09-02","2017-09-02"
"1524","O que  o sal disse para a batata?","É nois na frita.","2017-09-02","2017-09-02"
"1525","Qual a semelhança entre uma minissaia e uma cerca de arame?","Os dois protegem a propriedade, mas não tiram a visão.","2017-09-02","2017-09-02"
"1526","O que não se come mas dá água na boca?","O copo.","2017-09-02","2017-09-02"
"1527","Como um surfista morre de latinha?","Ele foi no mar e latinha tubarão.","2017-09-02","2017-09-02"
"1528","Por que o pirata não pode jogar futebol?","Porque ele é perna de pau.","2017-09-02","2017-09-02"
"1529","O que jogamos fora quando precisamos, e pegamos de volta quando não queremos mais?","A âncora.","2017-09-02","2017-09-02"
"1530","O que é a letra A que vive saltando?","Assaltante.","2017-09-02","2017-09-02"
"1531","O que é uma letra A na testa?","Um Atestado.","2017-09-02","2017-09-02"
"1532","Por que existem camas elásticas no Pólo Norte?","Para o urso polar.","2017-09-02","2017-09-02"
"1533","O que a areia da praia falou para o mar?","Deixa  de  onda.","2017-09-02","2017-09-02"
"1534","Como se diferencia um pirata português de outros piratas?","O pirata português é aquele que tem tapa olho nos dois olhos.","2017-09-02","2017-09-02"
"1535","O que a diarréia falou para o peido?","Vai na frente buzinando, que eu estou sem freio.","2017-09-02","2017-09-02"
"1536","Quando você sabe o que sou, não sou. Quando você não sabe o que sou, eu sou. Quem sou?","Uma charada.","2017-09-02","2017-09-02"
"1537","Por que o português procura goiabada em pó?","Para comer com queijo ralado.","2017-09-02","2017-09-02"
"1538","O que o Batman disse para o homem invisível?","Quanto tempo não te vejo.","2017-09-02","2017-09-02"
"1539","O que é uma casa verde, dentro da casa verde tem uma casa de palha, dentro da casa de palha tem uma casa branca, e dentro da casa branca tem um tanque d'água?","O coco.","2017-09-02","2017-09-02"
"1540","Qual é a diferença entre a sogra e a cobra?","As cobras não tem tantas rugas.","2017-09-02","2017-09-02"
"1541","Qual a diferença entre o radio e o penico?","O radio fala tudo e não vê nada, o penico vê tudo e não fala nada.","2017-09-02","2017-09-02"
"1542","O que é que se coloca na mesa, corta-se, recorta-se e não se come?","O baralho.","2017-09-02","2017-09-02"
"1543","Onde o Batman conheceu o Robin?","No bat-papo.","2017-09-02","2017-09-02"
"1544","Um homem comeu um quilo de alho e depois escovou os dentes. Qual o nome do filme?","Mudança de Hálito.","2017-09-02","2017-09-02"
"1545","Em um barco tinha três homens, o barco virou. Por que só dois molharam o cabelo?","Porque o terceiro era careca.","2017-09-02","2017-09-02"
"1546","Três caixa de leite estavam atravessando a rua, mas um carro as atropelou. Por que só duas morreram?","Porque uma era leite longa vida.","2017-09-02","2017-09-02"
"1547","O que o vidro disse para a vidra?","Estou vidrado em você.","2017-09-02","2017-09-02"
"1548","O que é que tem boca na barriga e vive com a corda no pescoço?","O violão.","2017-09-02","2017-09-02"
"1549","O que é que só tem seis letras mas leva 36 assentos?","O ônibus.","2017-09-02","2017-09-02"
"1550","O que é que quanto mais se aumenta menos se vê?","A escuridão.","2017-09-02","2017-09-02"
"1551","Por que as pilhas são melhores que os homens?","Porque pelo menos tem um lado positivo.","2017-09-02","2017-09-02"
"1552","Qual a semelhança entre o Papai Noel e o padre?","O saco é de brinquedo.","2017-09-02","2017-09-02"
"1553","Qual o animal atravessa o rio com um boi na boca?","O carrapato.","2017-09-02","2017-09-02"
"1554","Como diminuir em 50% a queda de cabelo?","Tomando banho agachado.","2017-09-02","2017-09-02"
"1555","Qual o animal que come com o rabo?","Todos. Porque eles não podem tirar o rabo para comer.","2017-09-02","2017-09-02"
"1556","Qual o monossílabo tônico que começa com a letra ""c"" termina com a letra ""u"" e ora está sujo ora está limpo?","Céu.","2017-09-02","2017-09-02"
"1557","O que é que começa com ""C"", tem duas letras, um buraco no meio e eu já dei para várias pessoas?","CD.","2017-09-02","2017-09-02"
"1558","Qual a diferença entre um bebê com fome e uma porca apaixonada?","O bebê chora pelo leitinho e a porca chora pelo leitão.","2017-09-02","2017-09-02"
"1559","Qual é a disciplina preferida da vaca?","Múúúúúúsica.","2017-09-02","2017-09-02"
"1560","Qual a diferença entre o cavalo e o palhaço?","O cavalo gosta de palha crua e o palhaço de palhaçada,","2017-09-02","2017-09-02"
"1561","Um homem foi a um banheiro e morreu. Qual o nome do filme?","A Cagada Final.","2017-09-02","2017-09-02"
"1562","O que está no começo da rua, no fim do mar e no meio da terra?","A letra R.","2017-09-02","2017-09-02"
"1563","Qual a diferença da polícia para o sutiã?","É que a polícia prende os bandidos e o sutiã levanta os caídos.","2017-09-02","2017-09-02"
"1564","O que é que está no meio do começo, no começo do meio, e no final do fim?","A letra M.","2017-09-02","2017-09-02"
"1565","Qual a palavra que nunca diz a verdade?","Somente.","2017-09-02","2017-09-02"
"1566","Qual o nome do peixe que caiu do décimo andar?","AaaaaaaaahTum.","2017-09-02","2017-09-02"
"1567","O que passa pela cabeça de um inseto quando ele bate no pára-brisa de um carro?","As pernas.","2017-09-02","2017-09-02"
"1568","Eram dois Toddynhos em cima da mesa, mas um caiu. O que o outro disse?","Toddynho.","2017-09-02","2017-09-02"
"1569","Um carro foi comprado na África. Qual e o nome do filme?","Madagas Car.","2017-09-02","2017-09-02"
"1570","O que o clips disse para o ímã?","Te acho muito atraente.","2017-09-02","2017-09-02"
"1571","Um homem que estava com uma forte diarréia, colocou sua tv na frente do banheiro para assistir o jogo de futebol. Qual o nome do filme?","Vi da privada.","2017-09-02","2017-09-02"
"1572","Uma orquestra esteve reunida, mas não conseguiu tocar nenhuma música. Qual o nome do filme?","Os intocáveis.","2017-09-02","2017-09-02"
"1573","O que uma hortelã disse para a outra?","Não menta para mim.","2017-09-02","2017-09-02"
"1574","O que é que te segue a vida toda, mas é muito tímida no escurinho?","A sombra.","2017-09-02","2017-09-02"
"1575","O que são cinco pontinhos coloridos no jardim?","Os Flower Rangers.","2017-09-02","2017-09-02"
"1576","Estavam num elevador o Lula e o Vicentinho, e Vicentinho solta um peido. Qual o nome do filme?","O que é isso companheiro?","2017-09-02","2017-09-02"
"1577","Um tênis afundou no meio do mar. Qual o nome do filme?","TitaNIKE.","2017-09-02","2017-09-02"
"1578","Um homem bebeu um Tang laranja e se jogou da Torre Eiffel. Qual o nome do filme?","O último tang em Paris.","2017-09-02","2017-09-02"
"1579","O que um elevador disse para o outro?","Você já pensou em quanta gente fizemos subir na vida?","2017-09-02","2017-09-02"
"1580","Por que  um português prendeu dois casais dançando em uma festa?","Formação de quadrilha.","2017-09-02","2017-09-02"
"1581","Qual o nome do carro que anuncia que vai chover ?","Celta preto.","2017-09-02","2017-09-02"
"1582","Em uma sorveteria,um sorvete estava brigando com outro. Qual o nome do filme?","Creme versus creme.","2017-09-02","2017-09-02"
"1583","Qual a semelhança entre uma árvore de natal e um padre?","As bolas são só de enfeite.","2017-09-02","2017-09-02"
"1584","O que é que tem dezenas de cabeças, mas não pensa?","A caixa de fósforo.","2017-09-02","2017-09-02"
"1585","O que o travesseiro disse para o ganso?","Tô com pena de você.","2017-09-02","2017-09-02"
"1586","O que e um pontinho marrom no tapete?","Uma amendoim procurando lentes de contato","2017-09-02","2017-09-02"
"1587","Por que Manuel levou dez anos pra acabar de compor a canção de ninar?","Porque ele sempre dormia no meio.","2017-09-02","2017-09-02"
"1588","Por que o português deu água quente para a galinha?","Para que botasse ovos cozidos.","2017-09-02","2017-09-02"
"1589","Por que o jacaré não passou de ano?","Porque ele réptil.","2017-09-02","2017-09-02"
"1590","Por que o tomate pegou um empréstimo no banco?","Porque ele estava no vermelho.","2017-09-02","2017-09-02"
"1591","Qual a semelhança entre um gravador e um aluno preguiçoso?","Os dois vivem repetindo.","2017-09-02","2017-09-02"
"1592","O que e um pontinho vermelho em cima da geladeira?","Uma pimenta suicida.","2017-09-02","2017-09-02"
"1593","O que a banana disse para o tomate?","Eu que tiro a roupa e você que fica vermelho.","2017-09-02","2017-09-02"
"1594","O que é um pontinho preto no microscópio?","Um pretozoário.","2017-09-02","2017-09-02"
"1595","Por que o português usa um guarda-chuva com pára-raio numa tempestade?","Para evitar sequestro-relâmpago.","2017-09-02","2017-09-02"
"1596","Qual o pintor que adora a cor rosa na suas obras?","Pinkasso.","2017-09-02","2017-09-02"
"1597","O que é um tênis no canto do ringue de boxe?","Nike Tyson.","2017-09-02","2017-09-02"
"1598","Por que a água foi presa?","Porque ela matou a sede.","2017-09-02","2017-09-02"
"1599","O que é mais  duro quando a gente aprende a patinar?","O chão.","2017-09-02","2017-09-02"
"1600","Um pontinho vermelho no meio do mar?","Um redmuinho.","2017-09-02","2017-09-02"
"1601","O que são 4 pontinhos no jardim?","Four-migas.","2017-09-02","2017-09-02"
"1602","Qual a semelhança entre um chapéu de palha no inverno e um trem em locomoção?","Ambos estão fora de estação.","2017-09-02","2017-09-02"
"1603","O que um cromossomo disse para o outro?","Cromossomos felizes.","2017-09-02","2017-09-02"
"1604","Por que nunca roubam a moto do japonês?","Por que ele compra yamaha.","2017-09-02","2017-09-02"
"1605","Por que o boi muge quando vê uma vaca passar?","Porque ele não sabe assobiar.","2017-09-02","2017-09-02"
"1606","Um gato saiu à noite para beber. Na manhã seguinte, acordou na casinha do cachorro. Qual o nome do filme?","Dormindo com o inimigo.","2017-09-02","2017-09-02"
"1607","Um homem tinha como profissão cuidar dos ursos, mas certo dia ele largou a profissão. Qual o nome do filme?","O ex-ursista.","2017-09-02","2017-09-02"
"1608","Por que o passarinho não bate nos outros animais?","Porque ele tem pena.","2017-09-02","2017-09-02"
"1609","O que dá a mistura de um macaco com um sanduíche de queijo?","Um x-panzé.","2017-09-02","2017-09-02"
"1610","O que dá a mistura de uma pulga com a  letra A?","Um assaltante.","2017-09-02","2017-09-02"
"1611","Por que o japonês não pode ser eletricista?","Porque tem um curto no meio das pernas.","2017-09-02","2017-09-02"
"1612","Qual a diferença entre o jumento e o chuveiro?","Entre debaixo do jumento que você vê a diferença.","2017-09-02","2017-09-02"
"1613","Qual a diferença entre um forno e uma lagoa?","No forno assa pão e na lagoa há sapinho.","2017-09-02","2017-09-02"
"1614","O rei usava um sapato muito liso que escorregava toda hora e fazia ele cair. Qual é o nome do filme?","O escorregão rei.","2017-09-02","2017-09-02"
"1615","Qual a semelhança de uma sogra e uma onça pintada?","Todo mundo quer preservar, mas ninguém quer ter em casa.","2017-09-02","2017-09-02"
"1616","O que são vários pontinhos verdes numa quadra de basquete?","O Green Team.","2017-09-02","2017-09-02"
"1617","O filho e o pai se despediram rapidamente. Qual o nome do filme?","Tchau pai, tchau filho.","2017-09-02","2017-09-02"
"1618","Numa cidade havia muitas motos Yamaha e só duas Honda. Qual o nome do filme?","Poca Honda.","2017-09-02","2017-09-02"
"1619","A Ana Maria Braga chamou a Hebe de perua. Qual é o nome do filme?","Olha Quem Está Falando.","2017-09-02","2017-09-02"
"1620","O que é um pontinho verde em uma mancha branca no fogão?","Uma ervilha chorando o leite derramado.","2017-09-02","2017-09-02"
"1621","Por que o gato mia para a Lua, mas a Lua não mia para o gato?","Porque astronomia.","2017-09-02","2017-09-02"
"1622","São sete irmãos, cinco tem sobrenome e dois não. Quem são?","Os dias da semana.","2017-09-02","2017-09-02"
"1623","Quais são as 4 estações do ano no Nordeste?","Verão, Calor, Abafado e Mormaço.","2017-09-02","2017-09-02"
"1624","Por que o Papai Noel não pode ter filhos?","Porque o saco dele é de brinquedo.","2017-09-02","2017-09-02"
"1625","Em um belo dia, formigas decidiram dançar dentro de uma caneta. Qual é o nome do filme?","In the pen dance day.","2017-09-02","2017-09-02"
"1626","O que tem debaixo do tapete de um hospício?","Um doido varrido.","2017-09-02","2017-09-02"
"1627","Qual a semelhança entre sabonete de família e festa de criança?","Sempre tem um pentelho que ninguém sabe de quem é.","2017-09-02","2017-09-02"
"1628","Como se diz topless em japonês?","Shen Xu Tian.","2017-09-02","2017-09-02"
"1629","O que não anda, mas pode circular o mundo?","A notícia.","2017-09-02","2017-09-02"
"1630","Qual é o prato que a cozinheira nunca consegue fazer direito?","A torta.","2017-09-02","2017-09-02"
"1631","O que é um pontinho branco no canto da sala de aula?","Uma pipoca de castigo.","2017-09-02","2017-09-02"
"1632","O que são dois pontinhos azuis dentro da casinha do cachorro?","Um pittblue e um bluedog.","2017-09-02","2017-09-02"
"1633","Eu sou eu quando você não sabe quem sou, mas quando você sabe quem sou, eu não sou eu mais. Quem sou eu?","Um enigma.","2017-09-02","2017-09-02"
"1634","Qual é a diferença entre um pára-quedas e uma camisinha?","Quando o pára-quedas falha, é uma pessoa a menos. Quando a camisinha falha, uma pessoa a mais.","2017-09-02","2017-09-02"
"1635","O que é um pontinho branco no campo de futebol?","Arroznaldinho.","2017-09-02","2017-09-02"
"1636","O homem comeu: macarrão, feijoada, bacalhoada, omelete e depois foi ao banheiro. Qual é o nome do filme?","O Quinto Elemento.","2017-09-02","2017-09-02"
"1637","Qual a diferença entre o padre e o bule?","O padre é de muita fé, e o bule é de por café.","2017-09-02","2017-09-02"
"1638","Por que o pato tem raiva do cachorro?","Por que ele tem 4 patas.","2017-09-02","2017-09-02"
"1639","Por que um menino que bebeu leite com veneno não morreu?","Porque o leite era longa vida.","2017-09-02","2017-09-02"
"1640","O que o tijolo falou pra tijola?","Tem um ciumento entre nós.","2017-09-02","2017-09-02"
"1641","Qual a semelhança entre um entregador de pizza e um ginecologista?","Os dois sentem o cheiro mais não pode comer.","2017-09-02","2017-09-02"
"1642","Como o português faz para caçar um coelho?","Se esconde atrás da árvore e imita o som de uma cenoura.","2017-09-02","2017-09-02"
"1643","Qual a diferença do vinho português para os outros vinhos europeus?","Embaixo da garrafa do vinho português vem escrito: ""A rolha é do outro lado.""","2017-09-02","2017-09-02"
"1644","Como português faz leite em pó?","Congela o leite e rala.","2017-09-02","2017-09-02"
"1645","Por que o português senta na última cadeira do cinema, quando vai assistir uma comédia?","Porque quem ri por ultimo ri melhor.","2017-09-02","2017-09-02"
"1646","O que fazem 17 portugueses na frente do cinema?","Esperam mais um português, pois o filme é proibido para menores de 18.","2017-09-02","2017-09-02"
"1647","Um clube pegou fogo em Portugal. Morreram todos carbonizados. Por quê?","Não deixaram os bombeiros entrarem pois não eram sócios.","2017-09-02","2017-09-02"
"1648","Por que moto-táxi não deu certo em Portugal?","Porque não tinha lugar pro passageiro... o cobrador ia junto com o motorista.","2017-09-02","2017-09-02"
